date,silver_ret,gold_ret,sp500_ret,nasdaq_ret,oil_ret,silver_ret_lag1,gold_ret_lag1,sp500_ret_lag1,platinum.close,palladium.close,usd_chf,eur_usd,sp500.spread
2010-02-12,-0.009618541612856912,-8.40453894547899e-4,-8.326780330305539e-4,0.002058790616255912,-0.012861033749930861,0.02716855331450896,0.01894049553816579,0.010411918918535434,151.45,41.72,1.0767,1.3625,0
2010-02-16,0.03731068243381053,0.02381724323805212,0.01561240270641484,0.012715884325302795,0.039951331935153434,-0.009618541612856912,-8.40453894547899e-4,-8.326780330305539e-4,153.7,43.32,1.0681,1.3742,0
2010-02-17,-0.005602255548669888,-0.0033810056422716173,0.004727281530708005,0.00562494451943607,0.004751856882313277,0.03731068243381053,0.02381724323805212,0.01561240270641484,153.12,43.79,1.0768,1.3623,0
2010-02-18,0.009937969990132522,0.006659697103969187,0.0058778484551123,0.006262601546340729,0.01981811928294963,-0.005602255548669888,-0.0033810056422716173,0.004727281530708005,153.23,43.91,1.0806,1.3563,0
2010-02-19,0.0055470096006007275,-0.004647991963202536,0.002071606235125145,-4.460303374571595e-4,0.009252186278202679,0.009937969990132522,0.006659697103969187,0.0058778484551123,153.37,43.86,1.0824,1.3538,0
2010-02-22,-0.006165247641930716,-0.003660661175814539,1.799370225281649e-4,-0.002009602105364383,-0.0015360986123398312,0.0055470096006007275,-0.004647991963202536,0.002071606235125145,152.57,44.18,1.0773,1.359,0
2010-02-23,-0.021882711249507913,-0.010877688377402883,-0.012219005264681115,-0.01304855409314376,-0.018097701800059873,-0.006165247641930716,-0.003660661175814539,1.799370225281649e-4,151.46,43.05,1.0818,1.3537,0
2010-02-24,0.004415018209116717,-0.004924516339876561,0.009155663829581329,0.010138647171333393,0.01707232360204225,-0.021882711249507913,-0.010877688377402883,-0.012219005264681115,150.37,42.15,1.0779,1.3576,0
2010-02-25,0.012507980455667145,0.008809812624273938,-0.0013544631625093118,-2.2419011415486523e-4,-0.022828488108737055,0.004415018209116717,-0.004924516339876561,0.009155663829581329,153.1099,42.186,1.0858,1.3476,0
2010-02-26,0.02030214301999056,0.010287589582706147,6.323111181272267e-4,0.0035810244177061357,0.018458862855095237,0.012507980455667145,0.008809812624273938,-0.0013544631625093118,154.08,43.23,1.0711,1.366,0
2010-03-01,-0.0018287112685437812,0,0.010331134424808042,0.014417461666135,-0.012181049927598941,0.02030214301999056,0.010287589582706147,6.323111181272267e-4,154.65,43.26,1.0827,1.3516,0
2010-03-02,0.030050338063970283,0.01442528983166369,0.0027667472689669736,0.003078278596107875,0.011665718815962567,-0.0018287112685437812,0,0.010331134424808042,157,44.14,1.079,1.3564,0
2010-03-03,0.014109581516319913,0.005479465764625324,8.908686558015688e-4,0.0010970928143732017,0.015345569674660275,0.030050338063970283,0.01442528983166369,0.0027667472689669736,157.75,44.9,1.0652,1.3731,0
2010-03-04,-0.0017528488274143328,-0.0071923352390790285,0.0030230306653340477,0.0032840752011895624,-0.006365393867076019,0.014109581516319913,0.005479465764625324,8.908686558015688e-4,158.21,46.2932,1.078,1.3571,0
2010-03-05,0.011049836186584727,-1.8047283932798308e-4,0.014192137364582358,0.014969365108160382,0.01772198279941195,-0.0017528488274143328,-0.0071923352390790285,0.0030230306653340477,157.62,47.74,1.0751,1.3608,0
2010-03-08,-0.0046376894717510275,-0.008428161721161231,1.7503938430785126e-4,0.0019361090268668057,-0.001506780797386753,0.011049836186584727,-1.8047283932798308e-4,0.014192137364582358,159.82,47.05,1.0744,1.3613,0
2010-03-09,0.0011614403163902054,-0.0014754235410867622,0.0016613478223339584,0.005572239021567782,-0.006049930225174194,-0.0046376894717510275,-0.008428161721161231,1.7503938430785126e-4,158.91,46.79,1.0765,1.3586,0
2010-03-10,-0.01639011643579691,-0.011439800633859853,0.004445807784692946,0.00808859241804516,0.008810629682154847,0.0011614403163902054,-0.0014754235410867622,0.0016613478223339584,159.38,46.25,1.0702,1.3658,0
2010-03-11,0.010569378231987336,0.0011977704477086348,0.004166311034855319,0.003808722335917114,0.0037523496185505323,-0.01639011643579691,-0.011439800633859853,0.004445807784692946,161.02,46.014,1.0689,1.3674,0
2010-03-12,-0.004681108606503059,-0.006003250539018623,8.661383228325548e-5,2.1117094366296385e-4,-0.013574869091069086,0.010569378231987336,0.0011977704477086348,0.004166311034855319,160.54,46.31,1.0599,1.3753,0
2010-03-15,-0.0017610805842975807,0.003790860256078332,2.597964942081532e-4,-0.002536999246588678,-0.017360660679723416,-0.004681108606503059,-0.006003250539018623,8.661383228325548e-5,161.99,46.33,1.0635,1.3652,0
2010-03-16,0.019779586086976053,0.018651116626100972,0.007934496133153779,0.006330470602886162,0.024422480695261317,-0.0017610805842975807,0.003790860256078332,2.597964942081532e-4,163.08,47.24,1.0556,1.3758,0
2010-03-17,0.002876044547893475,-0.0073640043676945766,0.005909828343521717,0.002730807284686332,0.010997361522859794,0.019779586086976053,0.018651116626100972,0.007934496133153779,162.68,47.86,1.0551,1.3739,0
2010-03-18,-0.0011494254139057247,0.006820378368983526,-5.125138918025129e-4,0.0033507884754713224,-0.007735534518433784,0.002876044547893475,-0.0073640043676945766,0.005909828343521717,162.53,47.81,1.063,1.3603,0
2010-03-19,-0.024448249120057053,-0.018846043098183607,-0.009184219743256783,-0.0071338951311750165,-0.018200704646846422,-0.0011494254139057247,0.006820378368983526,-5.125138918025129e-4,160.7699,46.77,1.0615,1.353,0
2010-03-22,-0.004133457317107236,-0.004906735762243208,0.005331969976587914,0.009013791246163638,0.009141759958094742,-0.024448249120057053,-0.018846043098183607,-0.009184219743256783,159.56,45.7,1.058,1.3531,0
2010-03-23,0.007075501216200486,0.005276080180107279,0.007008575696920261,0.00691468610703172,0.003532680938633348,-0.004133457317107236,-0.004906735762243208,0.005331969976587914,160.73,46.48,1.0561,1.3535,0
2010-03-24,-0.02679529170675643,-0.01882452381606292,-0.004866605122580303,-0.004830049121118396,-0.019329187749091314,0.007075501216200486,0.005276080180107279,0.007008575696920261,157.72,44.54,1.0692,1.3347,0
2010-03-25,0.002411092186731967,0.0045053577241382925,-0.001627479052101144,-0.0014587894636601817,-0.001027749319653104,-0.02679529170675643,-0.01882452381606292,-0.004866605122580303,160.02,45.19,1.0697,1.3344,0
2010-03-26,0.018491430552873833,0.016808679156769202,-6.00265850034809e-4,0.00104220957844392,-0.0018011068808245767,0.002411092186731967,0.0045053577241382925,-0.001627479052101144,159.53,45.58,1.0662,1.3398,0
2010-03-29,0.025096152214791,0.001472347739984059,0.006327511491845961,0.004780223172989206,0.02868581003677706,0.018491430552873833,0.016808679156769202,-6.00265850034809e-4,162.8,47.41,1.0634,1.3465,0
2010-03-30,-0.004621614234281424,-0.007198259209744151,6.816632847463922e-4,0.0033119467243469813,-0.00025028156806916613,0.025096152214791,0.001472347739984059,0.006327511491845961,161.9499,47.18,1.0671,1.3409,0
2010-03-31,0.01036875648984914,0.009035650631579628,-0.0034129725962399604,-0.004764379804661711,0.008474626990972123,-0.004621614234281424,-0.007198259209744151,6.816632847463922e-4,164.29,47.85,1.0528,1.3526,0
2010-04-01,0.022103478503427088,0.011952151770908692,0.006814336419729727,0,0.023305359945503312,0.01036875648984914,0.009035650631579628,-0.0034129725962399604,166.77,48.92,1.0559,1.3569,0
2010-04-05,0.013363227812166922,0.005697505803587077,0.008116378678073133,0.00930047005679846,0.019926238453670475,0.022103478503427088,0.011952151770908692,0.006814336419729727,170.43,50.38,1.0619,1.3486,0
2010-04-06,-0.007773498333380147,0.00126171610104997,0.0023549211892222033,0.0028759263864919227,-0.0011892021855750556,0.013363227812166922,0.005697505803587077,0.008116378678073133,170.04,50.81,1.0704,1.3378,0
2010-04-07,0.009983443984183271,0.013063893738559429,-0.005728743552772642,-0.0024645730281616096,-0.011970456559221354,-0.007773498333380147,0.00126171610104997,0.0023549211892222033,170.1801,50.89,1.0716,1.3364,0
2010-04-08,-0.005350935345150631,0.001421338073519074,0.0034580222541400474,0.00225942378136601,-0.0019286409064056542,0.009983443984183271,0.013063893738559429,-0.005728743552772642,171.1599,50.56,1.0723,1.336,0
2010-04-09,0.01632799397630169,0.008749890107734082,0.006545844118185151,0.005932307466081532,-0.006536762169414345,-0.005350935345150631,0.001421338073519074,0.0034580222541400474,172.49,51.32,1.0672,1.3468,0
2010-04-12,-0.01097705863115106,-0.005559246613927371,0.001588031592872241,8.15494438670239e-4,-0.005846545277501836,0.01632799397630169,0.008749890107734082,0.006545844118185151,172.19,51.94,1.0598,1.3587,0
2010-04-13,0.0022050725583140363,-0.002835624407802051,7.513461972195046e-4,0.00508182819433145,-9.777561277606317e-4,-0.01097705863115106,-0.005559246613927371,0.001588031592872241,171.36,52.92,1.0573,1.3592,0
2010-04-14,0.013129291441792645,0.003012584238382132,0.011285490285970035,0.011891705185373969,0.021053409197832273,0.0022050725583140363,-0.002835624407802051,7.513461972195046e-4,172.53,54.74,1.0512,1.3666,0
2010-04-15,-5.436259987101622e-4,0.00547028009591255,8.248103403936113e-4,0.0043982477938944164,-0.0011980353655292042,0.013129291441792645,0.003012584238382132,0.011285490285970035,171.74,54.48,1.0595,1.354,0
2010-04-16,-0.03711309343929514,-0.021433520932788497,-0.016040235865338204,-0.012041084675265878,-0.026972841601166753,-5.436259987101622e-4,0.00547028009591255,8.248103403936113e-4,169,53.09,1.0624,1.3487,0
2010-04-19,-5.644933821922216e-4,-8.093889555587097e-4,0.0037630181963566045,-6.058770255013002e-4,-0.012142386825725549,-0.03711309343929514,-0.021433520932788497,-0.016040235865338204,169.66,53.78,1.065,1.3458,0
2010-04-20,0.004596984006316696,0.00278514173118527,0.008891163312676476,0.005037794029957077,0.004725789170675565,-5.644933821922216e-4,-8.093889555587097e-4,0.0037630181963566045,171.32,55.23,1.0673,1.3446,0
2010-04-21,0.014419248977830978,0.007597122833554515,-0.0018216449518684286,0.0056123618955119525,-7.446940892741338e-4,0.004596984006316696,0.00278514173118527,0.008891163312676476,173.0999,56.5,1.0708,1.3383,0
2010-04-22,-0.004441983983422659,-0.004193626489445101,0.00297914818155931,0.005581039003113464,7.446940892741338e-4,0.014419248977830978,0.007597122833554515,-0.0018216449518684286,174.3,56.59,1.0778,1.3298,0
2010-04-23,0.013816191036344794,0.011998544158828395,0.006506632517692346,0.004165432979063244,0.01600034134644135,-0.004441983983422659,-0.004193626489445101,0.00297914818155931,173.83,56.26,1.0743,1.336,0
2010-04-26,0.002192983335010279,-0.00389484426154052,-0.0037835215392574284,-0.002179729387751017,-0.01476041558312069,0.013816191036344794,0.011998544158828395,0.006506632517692346,174.3,56.5,1.0753,1.3336,0
2010-04-27,-0.004390786417489689,0.01653657174413059,-0.023934762213066563,-0.02145445699332882,-0.02458728976031166,0.002192983335010279,-0.00389484426154052,-0.0037835215392574284,171.9537,54.77,1.0837,1.323,1
2010-04-28,-0.006068984145195522,-0.0027954940892316316,0.0075675127809606835,6.078411695606967e-4,0.015125067767586042,-0.004390786417489689,0.01653657174413059,-0.023934762213066563,170.7,53.872,1.091,1.313,0
2010-04-29,0.02135312447056892,-2.6247867511486334e-4,0.012321168192908516,0.017269505491182002,0.026418028139282068,-0.006068984145195522,-0.0027954940892316316,0.0075675127809606835,172.69,55,1.0824,1.3243,0
2010-04-30,0.008092841579453225,0.00940609617406718,-0.01710727246321664,-0.019956929464929107,0.007041427661126587,0.02135312447056892,-2.6247867511486334e-4,0.012321168192908516,173.5499,54.8,1.0767,1.3302,0
2010-05-03,0.008027872923919155,0.0032022183233468837,0.012878585758884675,0.013966496215493507,0.0031404784839925703,0.008092841579453225,0.00940609617406718,-0.01710727246321664,172.08,54.16,1.0868,1.3183,0
2010-05-04,-0.04580953603129423,-0.007458837702673193,-0.023795632363459163,-0.030502568097380056,-0.04337791931448853,0.008027872923919155,0.0032022183233468837,0.012878585758884675,166.99,51.64,1.0987,1.3037,0
2010-05-05,-0.02829843612242744,0.0019133768230865655,-0.005974243253458411,-0.00517545922841256,-0.035640228980587274,-0.04580953603129423,-0.007458837702673193,-0.023795632363459163,164.39,50.07,1.1118,1.289,0
2010-05-06,0.013116811954948737,0.029080379155383085,-0.03377758436747236,-0.033987440192439156,-0.03587741757044016,-0.02829843612242744,0.0019133768230865655,-0.005974243253458411,164.534,50.27,1.1092,1.2689,1
2010-05-07,0.03998311584772862,-0.0018246638727568154,-0.014986899597543513,-0.025224211884426584,-0.01774035571587307,0.013116811954948737,0.029080379155383085,-0.03377758436747236,166.21,51.3,1.1085,1.2721,1
2010-05-10,0.00434547125950191,-0.005936245383376004,0.04309874642933842,0.05066548229201118,0.02502170245838098,0.03998311584772862,-0.0018246638727568154,-0.014986899597543513,169.165,53.015,1.1069,1.2861,0
2010-05-11,0.045040725424303485,0.0259096205806415,-0.0028449521322313487,-0.0010472301721553556,-0.012704590397139004,0.00434547125950191,-0.005936245383376004,0.04309874642933842,169.58,53.32,1.1059,1.2715,0
2010-05-12,0.0103093696588612,0.006147357165106726,0.013889112160667239,0.018684371658261867,2.719978256942035e-4,0.045040725424303485,0.0259096205806415,-0.0028449521322313487,174.2,54.22,1.1101,1.2642,0
2010-05-13,-0.005615738785635482,-0.006943324307157717,-0.012508730611136443,-0.01596385098901365,-0.017558750153631397,0.0103093696588612,0.006147357165106726,0.013889112160667239,173.288,54.15,1.1146,1.2568,0
2010-05-14,-0.00728766605027209,-0.0015772219265963727,-0.01827091020752558,-0.01941398809263717,-0.03721884333620151,-0.005615738785635482,-0.006943324307157717,-0.012508730611136443,171.58,52.67,1.1304,1.239,0
2010-05-17,-0.02259092657655959,-0.008426195936192649,5.266854054335468e-4,0.003191152585749535,-0.027079832039493823,-0.00728766605027209,-0.0015772219265963727,-0.01827091020752558,166.26,50.522,1.1392,1.2299,0
2010-05-18,0.005827831063997646,0.001088549406211392,-0.013695818232101864,-0.013902480360245661,-0.01217535456061869,-0.02259092657655959,-0.008426195936192649,5.266854054335468e-4,166.5,49.69,1.1342,1.2358,1
2010-05-19,-0.04042587647189855,-0.024226155158704188,-0.0057102225108849325,-0.008000907639290844,0.0011943865259840258,0.005827831063997646,0.001088549406211392,-0.013695818232101864,159.7,45.92,1.1564,1.2317,0
2010-05-20,-0.02845380241772766,-0.00679660206555166,-0.038490843567173805,-0.03783218563695101,-0.039877449198856496,-0.04042587647189855,-0.024226155158704188,-0.0057102225108849325,151.66,41.86,1.15,1.237,0
2010-05-21,-0.003969384287498823,-0.005366584333169833,0.0144936762854746,0.010987889448371035,0.002171553513508062,-0.02845380241772766,-0.00679660206555166,-0.038490843567173805,150.16,43.335,1.1485,1.2575,1
2010-05-24,0.016901810802602668,0.01396213321530304,-0.012914117304328343,-0.004022351791947543,-0.003103664812935669,-0.003969384287498823,-0.005366584333169833,0.0144936762854746,152.83,44.86,1.1561,1.2406,0
2010-05-25,-0.0022371373983558485,0.004440656315185976,0.00102073966084415,8.952552075114362e-4,-0.00999695923276267,0.016901810802602668,0.01396213321530304,-0.012914117304328343,150.61,44.12,1.1593,1.2279,1
2010-05-26,0.012242779515676983,0.00941363013194163,-0.006046811298617172,-0.011248712535870897,0.022968110831298016,-0.0022371373983558485,0.004440656315185976,0.00102073966084415,152.19,44.29,1.1602,1.2224,0
2010-05-27,0.021882711249507913,0.0018552881017459555,0.032949339577855064,0.03708651952542796,0.051431364020888104,0.012242779515676983,0.00941363013194163,-0.006046811298617172,155.99,46.3101,1.15,1.237,0
2010-05-28,-0.007059491712958721,0.0016079407095324072,-0.012629068955626543,-0.005903592088739806,-0.007929930799993823,0.021882711249507913,0.0018552881017459555,0.032949339577855064,154.4,45.92,1.1534,1.2369,0
2010-06-01,-5.451076722606807e-4,0.008618468613396324,-0.01696675094469935,-0.009253205480483473,-0.025559641308066094,-0.007059491712958721,0.0016079407095324072,-0.012629068955626543,154.32,45.65,1.1548,1.2266,0
2010-06-02,-0.0021834069809432144,-0.0010847345550262233,0.025705996369779882,0.023406952918576973,0.018217615963899814,-5.451076722606807e-4,0.008618468613396324,-0.01696675094469935,154.89,45.7601,1.1575,1.2206,0
2010-06-03,-0.018197359051908002,-0.015311142889240514,0.003438295099160271,0.009468545024411412,0.01381359216977529,-0.0021834069809432144,-0.0010847345550262233,0.025705996369779882,154.1,44.86,1.154,1.2193,0
2010-06-04,-0.03395912054245365,0.010373274547541556,-0.035768994959751055,-0.034814073420628144,-0.04721522290417157,-0.018197359051908002,-0.015311142889240514,0.003438295099160271,151.01,42.65,1.1614,1.1998,0
2010-06-07,0.04293375282558909,0.019113096372033844,-0.01252901321790656,-0.018408688818167818,-0.0027577771423317188,-0.03395912054245365,0.010373274547541556,-0.035768994959751055,150.67,43.0301,1.1613,1.1959,0
2010-06-08,0.0059386515675825535,-0.004020748326324153,0.010654949700897198,-0.001808727601400939,0.018243132882412638,0.04293375282558909,0.019113096372033844,-0.01252901321790656,152.3362,43.9201,1.151,1.1995,0
2010-06-09,-0.009087216601356918,-0.003663652222086533,-0.005360430383922754,-0.008408184975328137,0.022640228272822416,0.0059386515675825535,-0.004020748326324153,0.010654949700897198,152.45,44.79,1.1455,1.2045,0
2010-06-10,0.007441125694688022,-0.01323416731106608,0.02881240198526136,0.02812650253523641,0.023866092015064844,-0.009087216601356918,-0.003663652222086533,-0.005360430383922754,153.0999,45.22,1.1418,1.2111,1
2010-06-11,-0.0016488049901837165,0.008661685636176308,0.004843952258105411,0.009495489254347955,-0.015652493477676277,0.007441125694688022,-0.01323416731106608,0.02881240198526136,153.314,44.65,1.1521,1.2077,0
2010-06-14,0,-0.003422231126818609,-0.0015511659663909327,-2.1980437499191652e-4,0.002917154927506438,-0.0016488049901837165,0.008661685636176308,0.004843952258105411,155.5301,45.73,1.1378,1.2277,0
2010-06-15,0.01906895154793542,0.011555056036854694,0.022483002007426478,0.026465752932103737,0.025878384883545547,0,-0.003422231126818609,-0.0015511659663909327,157.11,47.21,1.131,1.2327,0
2010-06-16,-0.007584001681038455,-0.005469929103314897,-3.572066478412239e-4,0.004059400938217106,0.007352974305259163,0.01906895154793542,0.011555056036854694,0.022483002007426478,156.47,47.29,1.1267,1.2323,0
2010-06-17,0.016181582851241938,0.012963068037154635,0.001606426048273768,0.003193190579154681,-0.00991088389945416,-0.007584001681038455,-0.005469929103314897,-3.572066478412239e-4,157.31,48.23,1.1137,1.2365,0
2010-06-18,0.022223136784710107,0.007600249063776765,-0.0036628441362802633,-0.0010632643213299708,0.007654183364861122,0.016181582851241938,0.012963068037154635,0.001606426048273768,158.83,48.82,1.1107,1.236,0
2010-06-21,-0.02436561216235722,-0.020064812604068116,-0.0028681564880210786,-0.008547060578458332,-0.0022618047527585006,0.022223136784710107,0.007600249063776765,-0.0036628441362802633,158.47,49.19,1.108,1.2385,0
2010-06-22,0.008537180887876694,0.008766182501246611,-0.016653475653923167,-0.007755316767477982,-0.009384399881640082,-0.02436561216235722,-0.020064812604068116,-0.0028681564880210786,158.21,48.43,1.1047,1.2303,0
2010-06-23,-0.01553209775966824,-0.004125418392145086,-0.0031078635618504435,-0.004117461662806132,-0.021953510215872107,0.008537180887876694,0.008766182501246611,-0.016653475653923167,156.68,47.26,1.1053,1.231,0
2010-06-24,0.0027015311616995774,0.0028895788939680145,-0.016709366378138135,-0.015317586140170203,0.004371273170633572,-0.01553209775966824,-0.004125418392145086,-0.0031078635618504435,155.58,47.1,1.1048,1.2288,0
2010-06-25,0.02379107244103018,0.011964413801530682,0.004180413910024328,-0.0017656151132783293,0.036263787990819196,0.0027015311616995774,0.0028895788939680145,-0.016709366378138135,156.66,47.7599,1.0937,1.2332,0
2010-06-28,-0.014683556010486765,-0.013697158985260138,-0.003156919984903084,-0.003540610027562785,-0.012699479268032832,0.02379107244103018,0.011964413801530682,0.004180413910024328,155.76,46.51,1.086,1.2316,0
2010-06-29,-0.015054047735569842,0.0014853939024250806,-0.03136178439809889,-0.03933599357302997,-0.029982067039760807,-0.014683556010486765,-0.013697158985260138,-0.003156919984903084,153.62,44.83,1.081,1.2187,1
2010-06-30,0.005941146289908161,0.003375183282337879,-0.009545461283754442,-0.015334872993899573,-0.006164704684053834,-0.015054047735569842,0.0014853939024250806,-0.03136178439809889,152.575,44.03,1.0774,1.2291,0
2010-07-01,-0.04459863780059026,-0.0388788912391691,-0.004466460478898426,-0.002813600918253112,-0.03262297376701895,0.005941146289908161,0.003375183282337879,-0.009545461283754442,149.9801,43.076,1.0675,1.2464,0
2010-07-02,0.0016877641137194033,0.012312812116779703,-0.0054644944720791955,-0.0028215396099420254,-0.008248099303465928,-0.04459863780059026,-0.0388788912391691,-0.004466460478898426,150,43.0799,1.0635,1.2577,0
2010-07-06,-0.0022509857563188795,-0.01685146259679904,0.006534377373334621,0.0030563089501449703,0.00030670142856603633,0.0016877641137194033,0.012312812116779703,-0.0054644944720791955,151.1999,43.54,1.0587,1.2646,0
2010-07-07,0.012874513122049791,0.010416760858255714,0.031010236742559982,0.03142587626009563,0.03139406628950869,-0.0022509857563188795,-0.01685146259679904,0.006534377373334621,152.17,44.75,1.0545,1.2594,1
2010-07-08,-0.003342621496690068,-0.004426669355016344,0.009846752790909186,0.005444659548231812,0.01708939645135743,0.012874513122049791,0.010416760858255714,0.031010236742559982,151.51,44.67,1.0502,1.2683,0
2010-07-09,0.008888947417245774,0.009763629796919915,0.007437743473396097,0.009457399920734133,0.003208402927235454,-0.003342621496690068,-0.004426669355016344,0.009846752790909186,152.8699,45.8,1.0577,1.2639,0
2010-07-12,-0.008554182028860158,-0.008655124034294914,6.481781790901309e-4,0.002909255716478043,-0.016441944089675253,0.008888947417245774,0.009763629796919915,0.007437743473396097,150.855,45.24,1.0621,1.2573,0
2010-07-13,0.014069915814162837,0.008655124034294914,0.014975703647008842,0.012877620231893427,0.028022849433304575,-0.008554182028860158,-0.008655124034294914,6.481781790901309e-4,152.1,46.17,1.0524,1.2719,0
2010-07-14,0.005485477276671258,-5.070565476676947e-4,-9.119511200594843e-5,0.0050610736262233225,-0.0023054765254988396,0.014069915814162837,0.008655124034294914,0.014975703647008842,151.6,46.56,1.0556,1.2755,0
2010-07-15,0,-5.918911093187873e-4,2.735603901617978e-4,8.775779413592311e-4,-0.0023108040323154277,0.005485477276671258,-5.070565476676947e-4,-9.119511200594843e-5,152.58,46.74,1.0421,1.2893,0
2010-07-16,-0.025486143983340703,-0.013282443039256187,-0.02792083008160251,-0.028020512332175063,-0.012220111334775297,0,-5.918911093187873e-4,2.735603901617978e-4,150.76,44.6,1.0522,1.2919,0
2010-07-19,-0.014128519843657372,-0.008089544975780072,0.005889243476199013,0.008533624658678018,0.008743862179414474,-0.025486143983340703,-0.013282443039256187,-0.02792083008160251,150.81,44.52,1.0524,1.2963,0
2010-07-20,0.006235498885898139,0.007918106607452735,0.011030375543430004,0.01200281135854775,0.010392703240259316,-0.014128519843657372,-0.008089544975780072,0.005889243476199013,151.49,45.03,1.0481,1.2905,0
2010-07-21,-0.0033937805768706752,-0.006881747589053688,-0.013082998021906711,-0.01379332213233564,-0.01796629027148322,0.006235498885898139,0.007918106607452735,0.011030375543430004,151.48,44.74,1.052,1.2818,0
2010-07-22,0.02411106427085663,0.008706057662359434,0.022076359545593505,0.024998536592494958,0.03505098828612763,-0.0033937805768706752,-0.006881747589053688,-0.013082998021906711,151.97,45.45,1.0403,1.2903,0
2010-07-23,5.538632099493235e-4,-0.006636556190800391,0.008641523735273715,0.006316039726988798,-8.473379973152895e-4,0.02411106427085663,0.008706057662359434,0.022076359545593505,153.74,46.37,1.0529,1.2874,0
2010-07-26,0.0027647239064827467,-0.004922077205428366,0.010361853308242353,0.008216262437151123,-0.0011309020147902693,5.538632099493235e-4,-0.006636556190800391,0.008641523735273715,154.36,47.49,1.048,1.2983,0
